source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
They're trying to save the life of a dear friend.,Họ đang cố cứu mạng một người bạn thân.,họ chỉ cố cứu một người bạn thân.,45.180100180492246,0.8571428571428571,0.7692307692307692,0.8571428571428571,0.855940934065934,"{'rouge1': Score(precision=0.8, recall=0.9230769230769231, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692), 'rougeL': Score(precision=0.8, recall=0.9230769230769231, fmeasure=0.8571428571428571)}"
"Yeah, a book doctor for Megan Vernoff.","Phải, một cuốn sách của ""Priged"" (một loại thuốc kích thích).","Có, người biên tập sách cho Megan Vernoff.",3.009804384352828,0.36363636363636365,0.06451612903225806,0.24242424242424246,0.14018691588785046,"{'rouge1': Score(precision=0.2857142857142857, recall=0.5, fmeasure=0.36363636363636365), 'rouge2': Score(precision=0.05, recall=0.09090909090909091, fmeasure=0.06451612903225806), 'rougeL': Score(precision=0.19047619047619047, recall=0.3333333333333333, fmeasure=0.24242424242424246)}"
- I'll get the doctor up here.,- Để tôi kêu bác sĩ lên đây.,Tôi sẽ gọi bác sĩ.,10.552670315936318,0.5555555555555556,0.375,0.5555555555555556,0.5009920634920636,"{'rouge1': Score(precision=0.5, recall=0.625, fmeasure=0.5555555555555556), 'rouge2': Score(precision=0.3333333333333333, recall=0.42857142857142855, fmeasure=0.375), 'rougeL': Score(precision=0.5, recall=0.625, fmeasure=0.5555555555555556)}"
Why dwell on it?,Tại sao phải quan tâm đến nó?,Tại sao cứ phải nhắc lại nó?,16.515821590069034,0.5714285714285713,0.3157894736842105,0.5714285714285713,0.5575,"{'rouge1': Score(precision=0.6, recall=0.5454545454545454, fmeasure=0.5714285714285713), 'rouge2': Score(precision=0.3333333333333333, recall=0.3, fmeasure=0.3157894736842105), 'rougeL': Score(precision=0.6, recall=0.5454545454545454, fmeasure=0.5714285714285713)}"
You're a good lad.,Anh là một chàng trai tốt.,Chàng trai ngoan lắm.,7.809849842300641,0.6666666666666667,0.4615384615384615,0.4,0.49145299145299143,"{'rouge1': Score(precision=0.5555555555555556, recall=0.8333333333333334, fmeasure=0.6666666666666667), 'rouge2': Score(precision=0.375, recall=0.6, fmeasure=0.4615384615384615), 'rougeL': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4)}"
Sure.,Được thôi.,Chắc rồi.,27.516060407455225,0.5714285714285715,0.0,0.5714285714285715,0.16666666666666666,"{'rouge1': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715)}"
"- [Mans Voice] Hello, Cindy.","- Xin chào, Cindy.",Chào Cindy.,16.233395773754946,0.8571428571428571,0.8,0.8571428571428571,0.7744107744107744,"{'rouge1': Score(precision=0.75, recall=1.0, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8), 'rougeL': Score(precision=0.75, recall=1.0, fmeasure=0.8571428571428571)}"
I'm trying to protect your train.,Tôi đang cố bảo vệ con tàu của anh.,Tôi đang cố bảo vệ chuyến tàu của anh.,65.80370064762461,0.888888888888889,0.8,0.888888888888889,0.8950617283950617,"{'rouge1': Score(precision=0.9230769230769231, recall=0.8571428571428571, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.8333333333333334, recall=0.7692307692307693, fmeasure=0.8), 'rougeL': Score(precision=0.9230769230769231, recall=0.8571428571428571, fmeasure=0.888888888888889)}"
"Hey, all I know is you're not safe here anymore.",Tất cả những gì tôi biết là cô không còn an toàn ở đây nữa.,Tôi chỉ biết là ở đây ông không được an toàn.,9.103526405546068,0.7222222222222223,0.41176470588235287,0.6111111111111112,0.6182795698924732,"{'rouge1': Score(precision=0.5909090909090909, recall=0.9285714285714286, fmeasure=0.7222222222222223), 'rouge2': Score(precision=0.3333333333333333, recall=0.5384615384615384, fmeasure=0.41176470588235287), 'rougeL': Score(precision=0.5, recall=0.7857142857142857, fmeasure=0.6111111111111112)}"
We mustn't mourn those who give their lives today.,Chúng ta không nên than khóc những người đã dâng hiến cuộc sống của họ.,Chúng ta không cần phải than khóc những người sẽ hy sinh hôm nay.,22.894156860669913,0.6808510638297872,0.4888888888888889,0.6382978723404256,0.5158319536423841,"{'rouge1': Score(precision=0.64, recall=0.7272727272727273, fmeasure=0.6808510638297872), 'rouge2': Score(precision=0.4583333333333333, recall=0.5238095238095238, fmeasure=0.4888888888888889), 'rougeL': Score(precision=0.6, recall=0.6818181818181818, fmeasure=0.6382978723404256)}"
"We're not murderers, in spite of what this undertaker says.","Chúng ta không phải là những kẻ giết người, mặc cho những gì mà người tuyên bố này nói.","Chúng ta không phải là những kẻ sát nhân, mặc kệ bọn nhà đòn nói gì.",32.88580454955831,0.75,0.4814814814814815,0.6428571428571428,0.590657255616272,"{'rouge1': Score(precision=0.6774193548387096, recall=0.84, fmeasure=0.75), 'rouge2': Score(precision=0.43333333333333335, recall=0.5416666666666666, fmeasure=0.4814814814814815), 'rougeL': Score(precision=0.5806451612903226, recall=0.72, fmeasure=0.6428571428571428)}"
And her smile.,Và nụ cười của cô ấy.,Và nụ cười của mẹ.,43.47208719449914,0.7999999999999999,0.7692307692307692,0.7999999999999999,0.7934426229508196,"{'rouge1': Score(precision=0.75, recall=0.8571428571428571, fmeasure=0.7999999999999999), 'rouge2': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692), 'rougeL': Score(precision=0.75, recall=0.8571428571428571, fmeasure=0.7999999999999999)}"
"But still, there is a way for this deluded Queen to find some redemption.",Nhưng vẫn có cách để tên Nữ hoàng bị lừa dối này tìm ra sự chuộc tội.,Nhưng vẫn còn cách để ả Nữ hoàng này chuộc tội,8.847487574766278,0.7727272727272727,0.5238095238095238,0.7272727272727272,0.7032816292075552,"{'rouge1': Score(precision=0.6296296296296297, recall=1.0, fmeasure=0.7727272727272727), 'rouge2': Score(precision=0.4230769230769231, recall=0.6875, fmeasure=0.5238095238095238), 'rougeL': Score(precision=0.5925925925925926, recall=0.9411764705882353, fmeasure=0.7272727272727272)}"
Coulson: Did agent Ward give you anything?,Đặc vụ Ward có đưa gì cho anh không?,Đặc vụ Ward có cho cô biết gì không?,33.568919250372375,0.761904761904762,0.4210526315789474,0.6666666666666666,0.7500000000000001,"{'rouge1': Score(precision=0.8, recall=0.7272727272727273, fmeasure=0.761904761904762), 'rouge2': Score(precision=0.4444444444444444, recall=0.4, fmeasure=0.4210526315789474), 'rougeL': Score(precision=0.7, recall=0.6363636363636364, fmeasure=0.6666666666666666)}"
I'm sorry. I came upon her.,"Tôi xin lỗi, tôi đã gặp cô ấy.","Tôi xin lỗi, tôi đang đi tìm cô ấy.",47.53852732567741,0.7500000000000001,0.6363636363636365,0.7500000000000001,0.7282110091743119,"{'rouge1': Score(precision=0.8181818181818182, recall=0.6923076923076923, fmeasure=0.7500000000000001), 'rouge2': Score(precision=0.7, recall=0.5833333333333334, fmeasure=0.6363636363636365), 'rougeL': Score(precision=0.8181818181818182, recall=0.6923076923076923, fmeasure=0.7500000000000001)}"
It hurts all the way into his hand.,Nó đau đến tận tay anh ta.,Cả cánh tay ông ấy đều đau đớn.,6.413885305524152,0.35294117647058826,0.13333333333333333,0.23529411764705882,0.16853932584269662,"{'rouge1': Score(precision=0.375, recall=0.3333333333333333, fmeasure=0.35294117647058826), 'rouge2': Score(precision=0.14285714285714285, recall=0.125, fmeasure=0.13333333333333333), 'rougeL': Score(precision=0.25, recall=0.2222222222222222, fmeasure=0.23529411764705882)}"
[ Machine Gun Fire ],[ Tiếng súng],Tết Mậu Thân - 1968,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
"Oh, I did.","Ồ, đúng vậy.",tôi có.,10.682175159905853,0.0,0.0,0.0,0.15625,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
"- Listen, you see anything weird, anything out of the box, you just call me. Whatever you say, Scully.","- Nghe này, anh thấy bất cứ điều gì kỳ lạ, bất cứ thứ gì ra khỏi hộp, cứ gọi tôi. Bất cứ điều gì anh nói, Scully.",Scully.,2.177002209903929,0.05,0.0,0.05,0.3605769230769231,"{'rouge1': Score(precision=0.02564102564102564, recall=1.0, fmeasure=0.05), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.02564102564102564, recall=1.0, fmeasure=0.05)}"
Leave a message.,Hãy để lại lời nhắn.,Hãy để lại lời nhắn!,75.98356856515926,1.0,1.0,1.0,0.8300000000000002,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
We leave now.,Chúng ta đi ngay bây giờ.,Rời đây thôi.,6.567274736060395,0.3076923076923077,0.0,0.3076923076923077,0.11627906976744187,"{'rouge1': Score(precision=0.25, recall=0.4, fmeasure=0.3076923076923077), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.4, fmeasure=0.3076923076923077)}"
You're a devil.,Anh là một con quỷ.,Đồ quỷ xứ.,9.652434877402245,0.25,0.0,0.25,0.2380952380952381,"{'rouge1': Score(precision=0.16666666666666666, recall=0.5, fmeasure=0.25), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.5, fmeasure=0.25)}"
"As long as we are together, anywhere is our home.","Chừng nào chúng ta còn ở bên nhau, thì bất cứ nơi nào cũng là nhà của chúng ta.",Cho tới khi nào hai mẹ con ta chưa chia lìa... thì nơi đâu cũng là nhà.,8.638804535733371,0.4999999999999999,0.2,0.38461538461538464,0.3287760416666667,"{'rouge1': Score(precision=0.4482758620689655, recall=0.5652173913043478, fmeasure=0.4999999999999999), 'rouge2': Score(precision=0.17857142857142858, recall=0.22727272727272727, fmeasure=0.2), 'rougeL': Score(precision=0.3448275862068966, recall=0.43478260869565216, fmeasure=0.38461538461538464)}"
You do?,Vậy sao?,Bà hiểu?,27.516060407455225,0.0,0.0,0.0,0.16666666666666666,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
Right down here.,Ngay dưới này.,Ngay dưới này.,100.00000000000004,1.0,1.0,1.0,0.9921875,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
What's your wound?,Vết thương thế nào?,Anh bị thương thế nào?,54.75182535069452,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.6726694915254237,"{'rouge1': Score(precision=0.7142857142857143, recall=0.7142857142857143, fmeasure=0.7142857142857143), 'rouge2': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.7142857142857143, recall=0.7142857142857143, fmeasure=0.7142857142857143)}"
Done.,Chơi luôn.,Xong.,27.516060407455225,0.0,0.0,0.0,0.2380952380952381,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
Someone had tipped them off.,Có người đã tố cáo họ.,Có kẻ đã mật báo.,8.643019616048525,0.4615384615384615,0.0,0.4615384615384615,0.24590163934426232,"{'rouge1': Score(precision=0.42857142857142855, recall=0.5, fmeasure=0.4615384615384615), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.42857142857142855, recall=0.5, fmeasure=0.4615384615384615)}"
"THE MAN WE'RE LOOKING FOR IS, UH, JUST LIKE YOUR DAD.","Chúng tôi đang tìm kiếm, cũng như anh.","Người mà bọn cô tìm là, uh, giống như bố cháu.",3.9778149665594618,0.6206896551724138,0.14814814814814814,0.41379310344827586,0.14705882352941174,"{'rouge1': Score(precision=0.6923076923076923, recall=0.5625, fmeasure=0.6206896551724138), 'rouge2': Score(precision=0.16666666666666666, recall=0.13333333333333333, fmeasure=0.14814814814814814), 'rougeL': Score(precision=0.46153846153846156, recall=0.375, fmeasure=0.41379310344827586)}"
What can I do for you?,Tôi có thể làm gì cho anh?,Tôi có thể giúp gì cho ông?,27.05411345269698,0.6666666666666666,0.5,0.6666666666666666,0.703125,"{'rouge1': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666)}"
It's about her.,Là về cô ấy.,Nó là về con gái tôi.,8.515289178380433,0.3333333333333333,0.2,0.3333333333333333,0.3758169934640523,"{'rouge1': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.3333333333333333, recall=0.14285714285714285, fmeasure=0.2), 'rougeL': Score(precision=0.5, recall=0.25, fmeasure=0.3333333333333333)}"
- He's cute.,- Anh ấy dễ thương.,- Ảnh dễ thương.,32.46679154750989,0.6666666666666665,0.5714285714285715,0.6666666666666665,0.7352941176470589,"{'rouge1': Score(precision=0.6, recall=0.75, fmeasure=0.6666666666666665), 'rouge2': Score(precision=0.5, recall=0.6666666666666666, fmeasure=0.5714285714285715), 'rougeL': Score(precision=0.6, recall=0.75, fmeasure=0.6666666666666665)}"
- Computer.,- Máy tính.,- Máy vi tính,35.35533905932737,0.888888888888889,0.5714285714285715,0.888888888888889,0.6388888888888888,"{'rouge1': Score(precision=1.0, recall=0.8, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715), 'rougeL': Score(precision=1.0, recall=0.8, fmeasure=0.888888888888889)}"
Toruk Makto was mighty.,Ma-ru-đa-tác có sức_mạnh lớn_lao .,Toruk Makto rất hùng mạnh.,5.669791110976001,0.2857142857142857,0.10526315789473685,0.2857142857142857,0.0847457627118644,"{'rouge1': Score(precision=0.23076923076923078, recall=0.375, fmeasure=0.2857142857142857), 'rouge2': Score(precision=0.08333333333333333, recall=0.14285714285714285, fmeasure=0.10526315789473685), 'rougeL': Score(precision=0.23076923076923078, recall=0.375, fmeasure=0.2857142857142857)}"
You bitch!,Khốn kiếp!,Thằng khốn!,27.516060407455225,0.5,0.3333333333333333,0.5,0.3333333333333333,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}"
Come on.,Đi nào.,Lên nào.,55.03212081491043,0.5714285714285715,0.4,0.5714285714285715,0.625,"{'rouge1': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rougeL': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715)}"
I... love you.,Anh... yêu em.,Tôi... yêu cô.,43.47208719449914,0.4444444444444445,0.28571428571428575,0.4444444444444445,0.5111111111111111,"{'rouge1': Score(precision=0.5, recall=0.4, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.3333333333333333, recall=0.25, fmeasure=0.28571428571428575), 'rougeL': Score(precision=0.5, recall=0.4, fmeasure=0.4444444444444445)}"
"Meanwhile, a peace rally organized by pop star Gazelle... was marred by protest.","Trong khi đó, một cuộc hòa bình được tổ chức bởi nhạc pop starselle... đã bị phản đối.","Trong lúc đó, cuộc biểu tình ôn hòa của ca sĩ nhạc pop Linh Dương đã bị vấp phải sự phản đối.",10.436334563885952,0.6181818181818182,0.22641509433962265,0.4727272727272728,0.4560771214252226,"{'rouge1': Score(precision=0.7083333333333334, recall=0.5483870967741935, fmeasure=0.6181818181818182), 'rouge2': Score(precision=0.2608695652173913, recall=0.2, fmeasure=0.22641509433962265), 'rougeL': Score(precision=0.5416666666666666, recall=0.41935483870967744, fmeasure=0.4727272727272728)}"
"Hey, guard.","Ê, lính gác.","Nè, anh lính.",14.058533129758727,0.5,0.3333333333333333,0.5,0.3,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}"
It's like I'm working in the field.,Cứ như tôi đang làm việc trên chiến trường vậy.,Giống như tớ đang làm việc trên đồng.,25.965358893403383,0.6896551724137931,0.5185185185185185,0.6896551724137931,0.6114130434782608,"{'rouge1': Score(precision=0.5882352941176471, recall=0.8333333333333334, fmeasure=0.6896551724137931), 'rouge2': Score(precision=0.4375, recall=0.6363636363636364, fmeasure=0.5185185185185185), 'rougeL': Score(precision=0.5882352941176471, recall=0.8333333333333334, fmeasure=0.6896551724137931)}"
I'd do the same thing to protect my Marines.,Tôi sẽ làm điều tương tự để bảo vệ Thủy quân lục chiến của tôi.,Tôi cũng sẽ làm tương tự để bảo vệ lính của mình.,28.78787818101128,0.6818181818181819,0.42857142857142855,0.6363636363636364,0.7048872180451129,"{'rouge1': Score(precision=0.6, recall=0.7894736842105263, fmeasure=0.6818181818181819), 'rouge2': Score(precision=0.375, recall=0.5, fmeasure=0.42857142857142855), 'rougeL': Score(precision=0.56, recall=0.7368421052631579, fmeasure=0.6363636363636364)}"
You once said that the market mentality would no longer keep the American people stunted.,Anh đã từng nói rằng thị trường sẽ không còn giữ cho người dân Mỹ tiếp tục quảng cáo.,Ông đã từng nói rằng... tâm lý thị trường không còn chỗ cho những người nghèo ở nước Mỹ nữa.,14.674393455180846,0.7333333333333333,0.3793103448275862,0.6,0.49582696228338413,"{'rouge1': Score(precision=0.7333333333333333, recall=0.7333333333333333, fmeasure=0.7333333333333333), 'rouge2': Score(precision=0.3793103448275862, recall=0.3793103448275862, fmeasure=0.3793103448275862), 'rougeL': Score(precision=0.6, recall=0.6, fmeasure=0.6)}"
"Decaf, I think.",Tôi nghĩ vậy.,Loại không cafein đi.,12.44023474812678,0.1818181818181818,0.0,0.1818181818181818,0.10204081632653061,"{'rouge1': Score(precision=0.2, recall=0.16666666666666666, fmeasure=0.1818181818181818), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.16666666666666666, fmeasure=0.1818181818181818)}"
I miss you both.,Tôi nhớ cả hai người.,Tôi nhớ cả hai người.,100.00000000000004,1.0,1.0,1.0,0.9976851851851852,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
- Mom.,- Chào.,- Mẹ.,34.66806371753173,0.0,0.0,0.0,0.3333333333333333,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
