source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
twill,khớp đầy,(viết tắt) của it will,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
twixt,Cũng có thể, giới từ|- (vt của betwixt),0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
un,& Xuất ra danh sách, danh từ|- <thgt>(như one) một,2.6341919627252284,0.30769230769230765,0.0,0.15384615384615383,0.052631578947368425,"{'rouge1': Score(precision=0.3333333333333333, recall=0.2857142857142857, fmeasure=0.30769230769230765), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.14285714285714285, fmeasure=0.15384615384615383)}"
ve,Đã_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,(vt của have),0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0, recall=0, fmeasure=0)}"
-th,thay____________________________________________________________________________________________________________________________________________ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ trụ,hình thái ở một số danh từ gốc động từ; tính từ chỉ :hoạt động kết quả hoạt động :|- growth|- sự phát triển;|- tilth|- sự trồng trọt;|- tình trạng hoặc phẩm chất :|- health|- sức khoẻ;|- youth|- tuổi trẻ;|- (hay eth) h,0.0,0.004662004662004662,0.0,0.004662004662004662,0.0,"{'rouge1': Score(precision=0.002702702702702703, recall=0.01694915254237288, fmeasure=0.004662004662004662), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.002702702702702703, recall=0.01694915254237288, fmeasure=0.004662004662004662)}"
-trichous,- rất giàu -m -mmmunit- nhiều bổ - rất nên nên nên nên nên nên nên nên nên nên nên nhiều -- -i -mmmmunit- rất nhiều -i -munit- rất nên nên nên nên nên nên nên nên nên nên nên nên nhiều -- -i -i -mmmmmmmmunit- rất nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên rất nhiều -- -- -i -i -i -mmmmmmm -- -- -- -i -i -nnmmmmmmmmmmm nhiều -- -i -i -i - nhiều - nhiều nên rất nên nên rất nên nên rất nhiều nên rất nhiều nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên rất nhiều -- -- -- -- -- -- -i -i -- -- -n nhiều nên nên rất nhiều nên rất nhiều nên nên nên nên nên nên nên nên rất nhiều -- -- -- -- -i -i- -i -inn nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên nên nên nên nên rất nhiều nên rất nhiều nên nên rất nhiều nên nên nên nên nên nên nên nên rất nên nên rất nên nên rất nên nên rất nhiều nên nên nên nên rất nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên nên rất nhiều bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội rất nên nên rất nên nên rất nên nên rất nên nên rất nhiều nên nên rất nhiều nên rất nhiều nên rất nhiều nên nên nên nên rất nên rất nên rất nên rất nhiều nên rất nhiều nên nên nên nên nên nên nên nên nên rất nên rất nhiều nên rất bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội bội rất nên rất nên rất nên rất nên rất nhiều nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nhiều nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nên rất nhiều nên rất nhiều,hình thái ghép tạo tính từ|- có lông kiểu nào đấy|= peritrichous|+ có vành lông rung,0.08388010305386286,0.0075282308657465494,0.0,0.0075282308657465494,0.0,"{'rouge1': Score(precision=0.0038910505836575876, recall=0.11538461538461539, fmeasure=0.0075282308657465494), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0038910505836575876, recall=0.11538461538461539, fmeasure=0.0075282308657465494)}"
-tron,không____________________________________________________________________________________________________________n_____________________n______________n_________________________________nnnnnnnnnnn___nnnnnnnnn_________________________nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn_nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,hậu tố tạo danh từ có nghĩa|- ống chân không|- magnetron|- manhêtron|- biện pháp xử lý các hạt trong nguyên tử|- cyclotron|- xiclotron,0.16716705938386878,0.23255813953488372,0.04878048780487805,0.18604651162790695,0.0,"{'rouge1': Score(precision=0.5555555555555556, recall=0.14705882352941177, fmeasure=0.23255813953488372), 'rouge2': Score(precision=0.125, recall=0.030303030303030304, fmeasure=0.04878048780487805), 'rougeL': Score(precision=0.4444444444444444, recall=0.11764705882352941, fmeasure=0.18604651162790695)}"
-trophin,Gặp tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát thoát,hình thái ghép có nghĩa|- chất kích thích|= gonadotrophin hocmon|+ kích thích tuyến sinh dục,0.0,0.01338432122370937,0.0019157088122605363,0.01338432122370937,0.0,"{'rouge1': Score(precision=0.006862745098039216, recall=0.2692307692307692, fmeasure=0.01338432122370937), 'rouge2': Score(precision=0.0009813542688910696, recall=0.04, fmeasure=0.0019157088122605363), 'rougeL': Score(precision=0.006862745098039216, recall=0.2692307692307692, fmeasure=0.01338432122370937)}"
1 to 1 relationship,Yêu tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích căn tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích căn tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích căn tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích căn tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích tích bên bên bên bên bên bên bên ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba me căn bên bên bên bên bên bên bên bên bên bên bên ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba căn bên bên bên ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba căn bên bên bên bên bên ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba,(tech) quan hệ 1 đối 1,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
1 to many relationship,có thể yêu áp yêu áp có nhiều gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói tổn tổn tổn có ba gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói tổn tổn tổn gói gói gói gói gói gói gói gói tổn gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói tổn tổn tổn tổn tổn gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói gói tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn ba tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn ba tổn tổn tổn tổn tổn tổn tổn ba ba tổn ba ba ba tổn ba tổn tổn tổn tổn tổn tổn tổn tổn tổn ba ba ba tổn ba ba ba ba tổn ba tổn tổn tổn tổn tổn tổn tổn tổn tổn tổn ba ba ba ba ba ba ba ba ba ba ba tổn ba ba ba ba ba ba tổn ba tổn tổn ba ba ba ba tổn ba ba ba ba tổn ba tổn tổn tổn ba ba tổn ba tổn ba tổn ba ba ba tổn ba tổn tổn tổn tổn ba ba tổn ba ba ba ba ba tổn ba ba ba ba ba ba ba ba ba tổn ba tổn tổn ba ba tổn tổn ba tổn ba ba ba ba ba ba tổn ba tổn ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba tổn ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba tổn tổn tổn tổn tổn tổn ba ba ba tổn ba ba ba ba tổn tổn tổn tổn tổn tổn ba ba ba ba ba ba ba ba ba tổn ba ba ba ba ba ba ba ba ba ba tổn ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba tổn ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba ba,(tech) quan hệ 1 đối nhiều,0.0,0.007672634271099745,0.002564102564102564,0.005115089514066497,0.0,"{'rouge1': Score(precision=0.003870967741935484, recall=0.42857142857142855, fmeasure=0.007672634271099745), 'rouge2': Score(precision=0.0012919896640826874, recall=0.16666666666666666, fmeasure=0.002564102564102564), 'rougeL': Score(precision=0.0025806451612903226, recall=0.2857142857142857, fmeasure=0.005115089514066497)}"
1-byte character,Chị,(tech) ký tự 1 bai,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
1-byte character code,Tài & thể,(tech) mã ký tự 1 bai,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,"{'rouge1': Score(precision=0.3333333333333333, recall=0.16666666666666666, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.16666666666666666, fmeasure=0.2222222222222222)}"
1-byte character set,Mẫu,(tech) bộ ký tự 1 bai,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
1-byte character string,Mẫu,(tech) chuỗi ký tự 1 bai,0.0,0.0,0.0,0.0,0.0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
2-way device,"Cần thiết hai chiều giống như vậy, nhưng không phải có hai hai chiều như vậy.",(tech) thiết bị 2 chiều/thu phát,0.0,0.2222222222222222,0.11764705882352941,0.2222222222222222,0.0,"{'rouge1': Score(precision=0.15384615384615385, recall=0.4, fmeasure=0.2222222222222222), 'rouge2': Score(precision=0.08, recall=0.2222222222222222, fmeasure=0.11764705882352941), 'rougeL': Score(precision=0.15384615384615385, recall=0.4, fmeasure=0.2222222222222222)}"
2d module = two-dimensional module,Chúng ta có thể mô hình sai sai sai sai sai sai sai sai sai sai sai sai sai sai sai sai sai sai sai sai sai,(tech) mô đun hai chiều,1.387819277861591,0.05714285714285715,0.0,0.05714285714285715,0.05555555555555555,"{'rouge1': Score(precision=0.034482758620689655, recall=0.16666666666666666, fmeasure=0.05714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.034482758620689655, recall=0.16666666666666666, fmeasure=0.05714285714285715)}"
3d (three dimension) calculation,3d (vô tuyến),(tech) tính toán 3 chiều,8.515289178380433,0.16666666666666666,0.0,0.16666666666666666,0.14705882352941174,"{'rouge1': Score(precision=0.25, recall=0.125, fmeasure=0.16666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.125, fmeasure=0.16666666666666666)}"
4th generation language (4gl),Đơn giản 16 16 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16,(tech) ngôn ngữ thế hệ thứ tư,0.0,0.0038535645472061657,0.0,0.0038535645472061657,0.0,"{'rouge1': Score(precision=0.0019569471624266144, recall=0.125, fmeasure=0.0038535645472061657), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0019569471624266144, recall=0.125, fmeasure=0.0038535645472061657)}"
