source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
tom có thể đến thăm chúng tôi,I can come and visit us.,Tom might come to visit us,14.535768424205482,0.5,0.20000000000000004,0.5,0.4189435336976321,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.2, recall=0.2, fmeasure=0.20000000000000004), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}"
tại sao anh ấy tức giận,Why is he angry?,Why is he angry?,100.00000000000004,1.0,1.0,1.0,0.996,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
tôi là một cậu bé ngoan.,I'm a good boy.,I am a good boy.,54.75182535069452,0.8000000000000002,0.5,0.8000000000000002,0.8066666666666668,"{'rouge1': Score(precision=0.8, recall=0.8, fmeasure=0.8000000000000002), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.8, recall=0.8, fmeasure=0.8000000000000002)}"
tôi hy vọng tom đồng ý,I hope you agree.,I hope Tom agrees.,23.643540225079395,0.75,0.3333333333333333,0.75,0.7500000000000001,"{'rouge1': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rouge2': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rougeL': Score(precision=0.75, recall=0.75, fmeasure=0.75)}"
găng tay bóng chày của tom là trên tủ quần áo.,Tom's baseball gloves are in the closet.,Tom's baseball glove was on the dresser.,13.134549472120788,0.625,0.42857142857142855,0.625,0.625,"{'rouge1': Score(precision=0.625, recall=0.625, fmeasure=0.625), 'rouge2': Score(precision=0.42857142857142855, recall=0.42857142857142855, fmeasure=0.42857142857142855), 'rougeL': Score(precision=0.625, recall=0.625, fmeasure=0.625)}"
chúng tôi tình cờ gặp cô ấy trong công viên,We ran into her in the park.,We happened to meet her in the park,36.55552228545123,0.6666666666666666,0.4615384615384615,0.6666666666666666,0.605,"{'rouge1': Score(precision=0.7142857142857143, recall=0.625, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.5, recall=0.42857142857142855, fmeasure=0.4615384615384615), 'rougeL': Score(precision=0.7142857142857143, recall=0.625, fmeasure=0.6666666666666666)}"
rất có thể anh ấy đã gặp tai nạn,He may have been in an accident.,It is possible that he has had an accident.,16.009559139455188,0.375,0.14285714285714288,0.375,0.38265306122448983,"{'rouge1': Score(precision=0.42857142857142855, recall=0.3333333333333333, fmeasure=0.375), 'rouge2': Score(precision=0.16666666666666666, recall=0.125, fmeasure=0.14285714285714288), 'rougeL': Score(precision=0.42857142857142855, recall=0.3333333333333333, fmeasure=0.375)}"
tôi sẽ không ăn kem,I'm not gonna eat ice cream.,I will not eat ice cream.,43.47208719449914,0.7692307692307692,0.3636363636363636,0.7692307692307692,0.7812499999999999,"{'rouge1': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692), 'rouge2': Score(precision=0.3333333333333333, recall=0.4, fmeasure=0.3636363636363636), 'rougeL': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692)}"
tôi nghĩ tom được tổ chức,I think it's organized.,I think Tom is organized,23.643540225079395,0.6,0.25,0.6,0.5010893246187365,"{'rouge1': Score(precision=0.6, recall=0.6, fmeasure=0.6), 'rouge2': Score(precision=0.25, recall=0.25, fmeasure=0.25), 'rougeL': Score(precision=0.6, recall=0.6, fmeasure=0.6)}"
chúng tôi đã viết thư cho bạn,We've written you a letter.,We did write to you,8.116697886877475,0.3636363636363636,0.0,0.3636363636363636,0.28846153846153844,"{'rouge1': Score(precision=0.3333333333333333, recall=0.4, fmeasure=0.3636363636363636), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.4, fmeasure=0.3636363636363636)}"
công việc này liên quan đến rất nhiều công việc khó khăn,This job involves a lot of hard work.,This job involves lots of hard work,29.84745896009822,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.9608843537414966,"{'rouge1': Score(precision=0.875, recall=1.0, fmeasure=0.9333333333333333), 'rouge2': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692), 'rougeL': Score(precision=0.875, recall=1.0, fmeasure=0.9333333333333333)}"
đó chỉ là trí tưởng tượng của bạn,It's just your imagination.,It's only your imagination,23.643540225079395,0.8000000000000002,0.5,0.8000000000000002,0.7352941176470589,"{'rouge1': Score(precision=0.8, recall=0.8, fmeasure=0.8000000000000002), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.8, recall=0.8, fmeasure=0.8000000000000002)}"
tom đã sống ở đây một mình trong sáu tháng qua.,I've been living here alone for the last six months.,Tom has been living here alone for the past six months.,53.6655197918775,0.7272727272727273,0.6,0.7272727272727273,0.7458847736625513,"{'rouge1': Score(precision=0.7272727272727273, recall=0.7272727272727273, fmeasure=0.7272727272727273), 'rouge2': Score(precision=0.6, recall=0.6, fmeasure=0.6), 'rougeL': Score(precision=0.7272727272727273, recall=0.7272727272727273, fmeasure=0.7272727272727273)}"
hãy đưa nó cho tôi,Give it to me.,Just give it to me,39.76353643835254,0.888888888888889,0.8571428571428571,0.888888888888889,0.7937500000000002,"{'rouge1': Score(precision=1.0, recall=0.8, fmeasure=0.888888888888889), 'rouge2': Score(precision=1.0, recall=0.75, fmeasure=0.8571428571428571), 'rougeL': Score(precision=1.0, recall=0.8, fmeasure=0.888888888888889)}"
anh kiên trì bấm chuông cửa nhà tôi,You kept ringing my doorbell.,He persistently rang my house's doorbell,9.652434877402245,0.3333333333333333,0.0,0.3333333333333333,0.14492753623188406,"{'rouge1': Score(precision=0.4, recall=0.2857142857142857, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=0.2857142857142857, fmeasure=0.3333333333333333)}"
tom đang nhìn chằm chằm vào không gian,I'm staring at space.,Tom was staring into space,12.70331870386537,0.4000000000000001,0.0,0.4000000000000001,0.19607843137254904,"{'rouge1': Score(precision=0.4, recall=0.4, fmeasure=0.4000000000000001), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=0.4, fmeasure=0.4000000000000001)}"
tôi có thể hôn bạn ngay bây giờ,I can kiss you right now.,I could kiss you right now,43.47208719449914,0.8333333333333334,0.6,0.8333333333333334,0.7934426229508196,"{'rouge1': Score(precision=0.8333333333333334, recall=0.8333333333333334, fmeasure=0.8333333333333334), 'rouge2': Score(precision=0.6, recall=0.6, fmeasure=0.6), 'rougeL': Score(precision=0.8333333333333334, recall=0.8333333333333334, fmeasure=0.8333333333333334)}"
scotland có thể rất ấm áp vào tháng chín.,Scotland can be very warm in September.,Scotland can be very warm in September.,100.00000000000004,1.0,1.0,1.0,0.9990234375,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
chương trình đố yêu thích của bạn trên tv là gì?,What's your favorite puzzle program on TV?,What's your favorite quiz show on TV?,34.57207846419411,0.75,0.5714285714285714,0.75,0.7687074829931974,"{'rouge1': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rouge2': Score(precision=0.5714285714285714, recall=0.5714285714285714, fmeasure=0.5714285714285714), 'rougeL': Score(precision=0.75, recall=0.75, fmeasure=0.75)}"
đây có phải nhà bạn không,Is this your home?,Is this your house?,42.7287006396234,0.75,0.6666666666666666,0.75,0.7500000000000001,"{'rouge1': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rouge2': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.75, recall=0.75, fmeasure=0.75)}"
đừng xúc phạm anh ấy.,Don't insult him.,Don't insult him.,100.00000000000004,1.0,1.0,1.0,0.996,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
tôi nghĩ trời đã bắt đầu mưa,I think it's starting to rain.,I thought it had started to rain,14.535768424205482,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.6281690140845071,"{'rouge1': Score(precision=0.7142857142857143, recall=0.7142857142857143, fmeasure=0.7142857142857143), 'rouge2': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rougeL': Score(precision=0.7142857142857143, recall=0.7142857142857143, fmeasure=0.7142857142857143)}"
"Nghe có vẻ lạ, những gì tom nói là những gì thực sự đã xảy ra.","It sounds strange, what I'm saying is what really happened.","As strange as it may sound, what Tom said is what really happened.",29.36128643212287,0.6666666666666667,0.2727272727272727,0.5833333333333334,0.6334459459459458,"{'rouge1': Score(precision=0.7272727272727273, recall=0.6153846153846154, fmeasure=0.6666666666666667), 'rouge2': Score(precision=0.3, recall=0.25, fmeasure=0.2727272727272727), 'rougeL': Score(precision=0.6363636363636364, recall=0.5384615384615384, fmeasure=0.5833333333333334)}"
tôi thực sự nghe thấy ai đó sử dụng biểu hiện này chỉ sáng nay,I actually heard someone use this expression just this morning.,I actually heard someone use this expression just this morning,89.31539818068698,1.0,1.0,1.0,0.9896039603960397,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Tôi tự tin rằng mình sẽ vượt qua kỳ thi,I'm confident I'll pass the exam.,I'm confident that I'll pass the exam,48.892302243490086,0.9411764705882353,0.7999999999999999,0.9411764705882353,0.8819444444444444,"{'rouge1': Score(precision=1.0, recall=0.8888888888888888, fmeasure=0.9411764705882353), 'rouge2': Score(precision=0.8571428571428571, recall=0.75, fmeasure=0.7999999999999999), 'rougeL': Score(precision=1.0, recall=0.8888888888888888, fmeasure=0.9411764705882353)}"
chúng ta sẽ ở lại đây trong đêm,We'll stay here at night.,We'll remain here for the night.,16.341219448835542,0.6153846153846153,0.1818181818181818,0.6153846153846153,0.7454289732770746,"{'rouge1': Score(precision=0.6666666666666666, recall=0.5714285714285714, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.2, recall=0.16666666666666666, fmeasure=0.1818181818181818), 'rougeL': Score(precision=0.6666666666666666, recall=0.5714285714285714, fmeasure=0.6153846153846153)}"
cô ấy đã buộc tội chồng mình đã không trung thành với cô ấy,She accused her husband of being unfaithful to her.,She accused her husband of having been disloyal to her,45.180100180492246,0.7368421052631577,0.5882352941176471,0.7368421052631577,0.6918367346938775,"{'rouge1': Score(precision=0.7777777777777778, recall=0.7, fmeasure=0.7368421052631577), 'rouge2': Score(precision=0.625, recall=0.5555555555555556, fmeasure=0.5882352941176471), 'rougeL': Score(precision=0.7777777777777778, recall=0.7, fmeasure=0.7368421052631577)}"
bạn đã làm cho tình hình trở nên trầm trọng hơn,You've made the situation worse.,You've aggravated the situation.,19.304869754804482,0.7272727272727272,0.4444444444444445,0.7272727272727272,0.7311475409836065,"{'rouge1': Score(precision=0.6666666666666666, recall=0.8, fmeasure=0.7272727272727272), 'rouge2': Score(precision=0.4, recall=0.5, fmeasure=0.4444444444444445), 'rougeL': Score(precision=0.6666666666666666, recall=0.8, fmeasure=0.7272727272727272)}"
lightyear là khoảng cách mà ánh sáng đi được trong một năm.,The lightear is the distance that light can travel in a year.,A lightyear is the distance that light travels in one year.,34.38931217657843,0.7826086956521738,0.47619047619047616,0.6956521739130435,0.7999999999999999,"{'rouge1': Score(precision=0.75, recall=0.8181818181818182, fmeasure=0.7826086956521738), 'rouge2': Score(precision=0.45454545454545453, recall=0.5, fmeasure=0.47619047619047616), 'rougeL': Score(precision=0.6666666666666666, recall=0.7272727272727273, fmeasure=0.6956521739130435)}"
anh không thể nói rõ ràng.,"No, you can't be specific.",He could not speak clearly.,6.567274736060395,0.0,0.0,0.0,0.08064516129032259,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
con tôi hiếm khi ra ngoài,My baby rarely comes out.,My children rarely go outside,9.652434877402245,0.4000000000000001,0.0,0.4000000000000001,0.19607843137254904,"{'rouge1': Score(precision=0.4, recall=0.4, fmeasure=0.4000000000000001), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=0.4, fmeasure=0.4000000000000001)}"
tôi thấy câu chuyện thú vị,I find the story interesting.,I found the story interesting.,53.7284965911771,0.8000000000000002,0.5,0.8000000000000002,0.8066666666666668,"{'rouge1': Score(precision=0.8, recall=0.8, fmeasure=0.8000000000000002), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.8, recall=0.8, fmeasure=0.8000000000000002)}"
tom lái xe mary đi làm về,I'm driving home from work.,Tom drove Mary home from work,30.213753973567677,0.5,0.4000000000000001,0.5,0.4826958105646631,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.4, recall=0.4, fmeasure=0.4000000000000001), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}"
ông có nhiều sách như cha ông,You have as many books as your father.,He has as many books as his father does,31.55984539112945,0.5882352941176471,0.39999999999999997,0.5882352941176471,0.5377777777777778,"{'rouge1': Score(precision=0.625, recall=0.5555555555555556, fmeasure=0.5882352941176471), 'rouge2': Score(precision=0.42857142857142855, recall=0.375, fmeasure=0.39999999999999997), 'rougeL': Score(precision=0.625, recall=0.5555555555555556, fmeasure=0.5882352941176471)}"
kiểm tra em bé,Check the baby.,Check on the baby,35.35533905932737,0.8571428571428571,0.4,0.8571428571428571,0.6388888888888888,"{'rouge1': Score(precision=1.0, recall=0.75, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rougeL': Score(precision=1.0, recall=0.75, fmeasure=0.8571428571428571)}"
ngọn đồi phủ đầy tuyết.,The hill is covered in snow.,The hill was all covered with snow.,17.026116978186877,0.6153846153846153,0.1818181818181818,0.6153846153846153,0.5645569620253165,"{'rouge1': Score(precision=0.6666666666666666, recall=0.5714285714285714, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.2, recall=0.16666666666666666, fmeasure=0.1818181818181818), 'rougeL': Score(precision=0.6666666666666666, recall=0.5714285714285714, fmeasure=0.6153846153846153)}"
cho tôi một số tín dụng,Give me some credit.,Give me some credit,66.87403049764218,1.0,1.0,1.0,0.9679878048780488,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
tôi sẽ rời đi sớm,I'll be leaving soon.,I'm leaving soon,21.3643503198117,0.6666666666666665,0.28571428571428575,0.6666666666666665,0.6084656084656085,"{'rouge1': Score(precision=0.6, recall=0.75, fmeasure=0.6666666666666665), 'rouge2': Score(precision=0.25, recall=0.3333333333333333, fmeasure=0.28571428571428575), 'rougeL': Score(precision=0.6, recall=0.75, fmeasure=0.6666666666666665)}"
có rất nhiều tiền,There's a lot of money.,There is a lot of money,50.81327481546147,0.8333333333333334,0.6,0.8333333333333334,0.7934426229508196,"{'rouge1': Score(precision=0.8333333333333334, recall=0.8333333333333334, fmeasure=0.8333333333333334), 'rouge2': Score(precision=0.6, recall=0.6, fmeasure=0.6), 'rougeL': Score(precision=0.8333333333333334, recall=0.8333333333333334, fmeasure=0.8333333333333334)}"
anh ấy không nói tiếng anh tốt lắm,He doesn't speak English very well.,He doesn't speak English very well.,100.00000000000004,1.0,1.0,1.0,0.9990234375,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
bạn đã ra ngoài chưa,Have you gone out yet?,Have you been out at all?,16.341219448835542,0.5454545454545454,0.22222222222222224,0.5454545454545454,0.4574275362318841,"{'rouge1': Score(precision=0.6, recall=0.5, fmeasure=0.5454545454545454), 'rouge2': Score(precision=0.25, recall=0.2, fmeasure=0.22222222222222224), 'rougeL': Score(precision=0.6, recall=0.5, fmeasure=0.5454545454545454)}"
cả nước phấn khích trước tin này,The whole country's excited about this news.,The whole country was excited by the news,13.134549472120788,0.625,0.2857142857142857,0.625,0.45925925925925926,"{'rouge1': Score(precision=0.625, recall=0.625, fmeasure=0.625), 'rouge2': Score(precision=0.2857142857142857, recall=0.2857142857142857, fmeasure=0.2857142857142857), 'rougeL': Score(precision=0.625, recall=0.625, fmeasure=0.625)}"
đừng lãng phí tiền của bạn,Don't waste your money.,Don't waste your money,66.87403049764218,1.0,1.0,1.0,0.9764705882352942,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Tôi không thể cảm ơn bạn đủ cho lòng tốt của bạn.,I can't thank you enough for your kindness.,I can't thank you enough for your kindness.,100.00000000000004,1.0,1.0,1.0,0.9995,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
"tom cần sự giúp đỡ của chúng tôi, vì vậy chúng tôi đã giúp anh ta.","We needed our help, so we helped him.","Tom needed our help, so we helped him.",88.01117367933934,0.875,0.8571428571428571,0.875,0.8993827160493828,"{'rouge1': Score(precision=0.875, recall=0.875, fmeasure=0.875), 'rouge2': Score(precision=0.8571428571428571, recall=0.8571428571428571, fmeasure=0.8571428571428571), 'rougeL': Score(precision=0.875, recall=0.875, fmeasure=0.875)}"
chiếc nhẫn kim cương đó có giá một cánh tay và một chân,That diamond ring cost one arm and one leg.,That diamond ring cost an arm and a leg,32.46679154750989,0.7777777777777778,0.5,0.7777777777777778,0.738954922628392,"{'rouge1': Score(precision=0.7777777777777778, recall=0.7777777777777778, fmeasure=0.7777777777777778), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.7777777777777778, recall=0.7777777777777778, fmeasure=0.7777777777777778)}"
một số người là cho kế hoạch và những người khác chống lại nó.,Some people are for the plan and others are against it.,Some people are for the plan and others are against it.,100.00000000000004,1.0,1.0,1.0,0.9997106481481481,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Nhà của tom và mary rất không gọn gàng.,The house tom and mary's very unscheduled.,Tom and Mary's house is very untidy.,7.809849842300641,0.75,0.42857142857142855,0.625,0.7052154195011338,"{'rouge1': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rouge2': Score(precision=0.42857142857142855, recall=0.42857142857142855, fmeasure=0.42857142857142855), 'rougeL': Score(precision=0.625, recall=0.625, fmeasure=0.625)}"
tôi nghĩ bạn và anh ấy muốn ở một mình,I think you and he want to be alone.,I think you and he wanna be alone,45.180100180492246,0.823529411764706,0.6666666666666666,0.823529411764706,0.7602601480152501,"{'rouge1': Score(precision=0.7777777777777778, recall=0.875, fmeasure=0.823529411764706), 'rouge2': Score(precision=0.625, recall=0.7142857142857143, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.7777777777777778, recall=0.875, fmeasure=0.823529411764706)}"
họ nói đây chỉ là tạm thời,They say it's only temporary.,They said this was just temporary,9.652434877402245,0.3333333333333333,0.0,0.3333333333333333,0.1639344262295082,"{'rouge1': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.3333333333333333, fmeasure=0.3333333333333333)}"
tôi đã ở boston ngày hôm qua,I was in boston yesterday.,I was in Boston yesterday,32.46679154750989,1.0,1.0,1.0,0.9764705882352942,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
cô ấy tận dụng mọi cơ hội để cải thiện tiếng Anh của mình,She took every opportunity to improve her English.,She availed herself of every opportunity to improve her English,54.627576446464936,0.7777777777777777,0.6250000000000001,0.7777777777777777,0.6988249845392702,"{'rouge1': Score(precision=0.875, recall=0.7, fmeasure=0.7777777777777777), 'rouge2': Score(precision=0.7142857142857143, recall=0.5555555555555556, fmeasure=0.6250000000000001), 'rougeL': Score(precision=0.875, recall=0.7, fmeasure=0.7777777777777777)}"
có lẽ bạn đã không nghe tôi.,Maybe you didn't listen to me.,Maybe you didn't hear me.,30.739407647563215,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.97441793618856,"{'rouge1': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692), 'rouge2': Score(precision=0.5, recall=0.6, fmeasure=0.5454545454545454), 'rougeL': Score(precision=0.7142857142857143, recall=0.8333333333333334, fmeasure=0.7692307692307692)}"
một triệu người chết trong chiến tranh,One million people died in a war.,One million people died in the war,54.10822690539397,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.8294209702660407,"{'rouge1': Score(precision=0.8571428571428571, recall=0.8571428571428571, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.6666666666666666, recall=0.6666666666666666, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.8571428571428571, recall=0.8571428571428571, fmeasure=0.8571428571428571)}"
Cậu bé đang ở sở thú.,He's at the zoo.,The little boy is at the zoo.,36.70124608961282,0.5,0.4,0.5,0.5088141025641026,"{'rouge1': Score(precision=0.6, recall=0.42857142857142855, fmeasure=0.5), 'rouge2': Score(precision=0.5, recall=0.3333333333333333, fmeasure=0.4), 'rougeL': Score(precision=0.6, recall=0.42857142857142855, fmeasure=0.5)}"
tôi đang học kanji,I'm studying kjian.,I am studying kanji,15.97357760615681,0.5,0.0,0.5,0.24390243902439024,"{'rouge1': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.5, fmeasure=0.5)}"
Tại sao bạn không chấp nhận điều đó?,Why don't you accept that?,Why don't you accept that?,100.00000000000004,1.0,1.0,1.0,0.9985422740524781,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
