source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor,rouge_details
Tom might come to visit us,Comment có thể đến thăm chúng ta,tom có thể đến thăm chúng tôi,61.47881529512643,0.7368421052631577,0.7058823529411765,0.7368421052631577,0.7114285714285714,"{'rouge1': Score(precision=0.7777777777777778, recall=0.7, fmeasure=0.7368421052631577), 'rouge2': Score(precision=0.75, recall=0.6666666666666666, fmeasure=0.7058823529411765), 'rougeL': Score(precision=0.7777777777777778, recall=0.7, fmeasure=0.7368421052631577)}"
Why is he angry?,Tại sao anh ta giận dữ?,tại sao anh ấy tức giận,14.535768424205482,0.7058823529411765,0.5333333333333333,0.7058823529411765,0.6147540983606558,"{'rouge1': Score(precision=0.75, recall=0.6666666666666666, fmeasure=0.7058823529411765), 'rouge2': Score(precision=0.5714285714285714, recall=0.5, fmeasure=0.5333333333333333), 'rougeL': Score(precision=0.75, recall=0.6666666666666666, fmeasure=0.7058823529411765)}"
I am a good boy.,Tôi là một cậu bé ngoan.,tôi là một cậu bé ngoan.,80.91067115702207,1.0,1.0,1.0,0.9985422740524781,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I hope Tom agrees.,Tôi hy vọng Tom đồng ý.,tôi hy vọng tom đồng ý,18.575057999133602,1.0,1.0,1.0,0.981329690346084,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Tom's baseball glove was on the dresser.,Bóng chày của Tom được đặt trên váy.,găng tay bóng chày của tom là trên tủ quần áo.,8.125165710854512,0.6666666666666667,0.5,0.5999999999999999,0.48076923076923084,"{'rouge1': Score(precision=0.7692307692307693, recall=0.5882352941176471, fmeasure=0.6666666666666667), 'rouge2': Score(precision=0.5833333333333334, recall=0.4375, fmeasure=0.5), 'rougeL': Score(precision=0.6923076923076923, recall=0.5294117647058824, fmeasure=0.5999999999999999)}"
We happened to meet her in the park,Chúng ta gặp nhau ở công viên,chúng tôi tình cờ gặp cô ấy trong công viên,9.469167282754096,0.6153846153846154,0.4166666666666667,0.6153846153846154,0.32538659793814434,"{'rouge1': Score(precision=0.8, recall=0.5, fmeasure=0.6153846153846154), 'rouge2': Score(precision=0.5555555555555556, recall=0.3333333333333333, fmeasure=0.4166666666666667), 'rougeL': Score(precision=0.8, recall=0.5, fmeasure=0.6153846153846154)}"
It is possible that he has had an accident.,Có khả năng anh ta bị tai nạn.,rất có thể anh ấy đã gặp tai nạn,10.552670315936318,0.47619047619047616,0.2105263157894737,0.47619047619047616,0.3506944444444444,"{'rouge1': Score(precision=0.5, recall=0.45454545454545453, fmeasure=0.47619047619047616), 'rouge2': Score(precision=0.2222222222222222, recall=0.2, fmeasure=0.2105263157894737), 'rougeL': Score(precision=0.5, recall=0.45454545454545453, fmeasure=0.47619047619047616)}"
I will not eat ice cream.,Tôi sẽ không ăn kem.,tôi sẽ không ăn kem,50.81327481546147,1.0,1.0,1.0,0.9764705882352942,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
I think Tom is organized,Tôi nghĩ rằng Tom được tổ chức,tôi nghĩ tom được tổ chức,26.269098944241588,0.888888888888889,0.75,0.888888888888889,0.9653916211293262,"{'rouge1': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.6666666666666666, recall=0.8571428571428571, fmeasure=0.75), 'rougeL': Score(precision=0.8, recall=1.0, fmeasure=0.888888888888889)}"
We did write to you,Chúng tôi đã viết cho bạn,chúng tôi đã viết thư cho bạn,32.159351091190125,0.9473684210526316,0.823529411764706,0.9473684210526316,0.8534621578099838,"{'rouge1': Score(precision=1.0, recall=0.9, fmeasure=0.9473684210526316), 'rouge2': Score(precision=0.875, recall=0.7777777777777778, fmeasure=0.823529411764706), 'rougeL': Score(precision=1.0, recall=0.9, fmeasure=0.9473684210526316)}"
This job involves lots of hard work,Công việc này bao gồm rất nhiều công khó,công việc này liên quan đến rất nhiều công việc khó khăn,16.73594937001884,0.7027027027027026,0.5714285714285715,0.7027027027027026,0.48927263212977495,"{'rouge1': Score(precision=0.8125, recall=0.6190476190476191, fmeasure=0.7027027027027026), 'rouge2': Score(precision=0.6666666666666666, recall=0.5, fmeasure=0.5714285714285715), 'rougeL': Score(precision=0.8125, recall=0.6190476190476191, fmeasure=0.7027027027027026)}"
It's only your imagination,♪ It's only bạn chỉ cần ♪,đó chỉ là trí tưởng tượng của bạn,6.770186228657867,0.4210526315789474,0.11764705882352941,0.3157894736842105,0.125,"{'rouge1': Score(precision=0.5, recall=0.36363636363636365, fmeasure=0.4210526315789474), 'rouge2': Score(precision=0.14285714285714285, recall=0.1, fmeasure=0.11764705882352941), 'rougeL': Score(precision=0.375, recall=0.2727272727272727, fmeasure=0.3157894736842105)}"
Tom has been living here alone for the past six months.,Tom đã sống ở đây một mình trong sáu tháng qua.,tom đã sống ở đây một mình trong sáu tháng qua.,90.36020036098445,1.0,1.0,1.0,0.9997106481481481,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
Just give it to me,♪ Hãy đưa nó cho em ♪,hãy đưa nó cho tôi,24.446151121745054,0.7692307692307692,0.7272727272727272,0.7692307692307692,0.7632211538461539,"{'rouge1': Score(precision=0.8333333333333334, recall=0.7142857142857143, fmeasure=0.7692307692307692), 'rouge2': Score(precision=0.8, recall=0.6666666666666666, fmeasure=0.7272727272727272), 'rougeL': Score(precision=0.8333333333333334, recall=0.7142857142857143, fmeasure=0.7692307692307692)}"
He persistently rang my house's doorbell,Ông liên tục dài dài nhà nhà nhà tôi,anh kiên trì bấm chuông cửa nhà tôi,9.535414040914189,0.4444444444444445,0.16,0.3703703703703704,0.23148148148148148,"{'rouge1': Score(precision=0.42857142857142855, recall=0.46153846153846156, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.15384615384615385, recall=0.16666666666666666, fmeasure=0.16), 'rougeL': Score(precision=0.35714285714285715, recall=0.38461538461538464, fmeasure=0.3703703703703704)}"
Tom was staring into space,Tom đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm vào vào vào vào vào không không không không không không không không không không không không không không không không không không không không không không không không không vũ đêm đêm đêm đêm đêm vào vào vào vào không không không không không không không không không không không không không không không không không không không vũ đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm đêm vào vào vào vào vào vào vào vào vào vào vào không không không không không không không không không không không không không không không không không không không không không vào không không không không không không không không không không không không không không không không không không không không không vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô vô đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã đã vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào vào,tom đang nhìn chằm chằm vào không gian,0.13905771688434657,0.028985507246376815,0.016632016632016633,0.028985507246376815,0.025773195876288665,"{'rouge1': Score(precision=0.014893617021276596, recall=0.5384615384615384, fmeasure=0.028985507246376815), 'rouge2': Score(precision=0.008528784648187633, recall=0.3333333333333333, fmeasure=0.016632016632016633), 'rougeL': Score(precision=0.014893617021276596, recall=0.5384615384615384, fmeasure=0.028985507246376815)}"
I could kiss you right now,Anh có thể hôn em ngay bây giờ,tôi có thể hôn bạn ngay bây giờ,34.57207846419411,0.7272727272727272,0.6,0.7272727272727272,0.7361111111111112,"{'rouge1': Score(precision=0.8, recall=0.6666666666666666, fmeasure=0.7272727272727272), 'rouge2': Score(precision=0.6666666666666666, recall=0.5454545454545454, fmeasure=0.6), 'rougeL': Score(precision=0.8, recall=0.6666666666666666, fmeasure=0.7272727272727272)}"
Scotland can be very warm in September.,Scotland có thể rất ấm áp vào tháng 9.,scotland có thể rất ấm áp vào tháng chín.,66.06328636027612,0.8799999999999999,0.8695652173913043,0.8799999999999999,0.8950617283950617,"{'rouge1': Score(precision=0.9166666666666666, recall=0.8461538461538461, fmeasure=0.8799999999999999), 'rouge2': Score(precision=0.9090909090909091, recall=0.8333333333333334, fmeasure=0.8695652173913043), 'rougeL': Score(precision=0.9166666666666666, recall=0.8461538461538461, fmeasure=0.8799999999999999)}"
What's your favorite quiz show on TV?,Chương trình thi đấu yêu thích trên TV của bạn là gì?,chương trình đố yêu thích của bạn trên tv là gì?,17.9965312717659,0.9444444444444444,0.7058823529411765,0.7777777777777778,0.8664025681305922,"{'rouge1': Score(precision=0.8947368421052632, recall=1.0, fmeasure=0.9444444444444444), 'rouge2': Score(precision=0.6666666666666666, recall=0.75, fmeasure=0.7058823529411765), 'rougeL': Score(precision=0.7368421052631579, recall=0.8235294117647058, fmeasure=0.7777777777777778)}"
Is this your house?,Đây có phải là nhà cô không?,đây có phải nhà bạn không,13.134549472120788,0.7777777777777778,0.5,0.7777777777777778,0.7193548387096775,"{'rouge1': Score(precision=0.7777777777777778, recall=0.7777777777777778, fmeasure=0.7777777777777778), 'rouge2': Score(precision=0.5, recall=0.5, fmeasure=0.5), 'rougeL': Score(precision=0.7777777777777778, recall=0.7777777777777778, fmeasure=0.7777777777777778)}"
Don't insult him.,Đừng xúc phạm anh ta.,đừng xúc phạm anh ấy.,32.46679154750989,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8066666666666668,"{'rouge1': Score(precision=0.8571428571428571, recall=0.8571428571428571, fmeasure=0.8571428571428571), 'rouge2': Score(precision=0.8333333333333334, recall=0.8333333333333334, fmeasure=0.8333333333333334), 'rougeL': Score(precision=0.8571428571428571, recall=0.8571428571428571, fmeasure=0.8571428571428571)}"
I thought it had started to rain,♪ Tôi đã nghĩ rằng nó đã bắt đầu ♪,tôi nghĩ trời đã bắt đầu mưa,16.784459625186194,0.631578947368421,0.47058823529411764,0.631578947368421,0.610958904109589,"{'rouge1': Score(precision=0.6666666666666666, recall=0.6, fmeasure=0.631578947368421), 'rouge2': Score(precision=0.5, recall=0.4444444444444444, fmeasure=0.47058823529411764), 'rougeL': Score(precision=0.6666666666666666, recall=0.6, fmeasure=0.631578947368421)}"
"As strange as it may sound, what Tom said is what really happened.","Dù nó nghe có vẻ kỳ lạ, nhưng điều Tom nói là những gì thực sự xảy ra.","Nghe có vẻ lạ, những gì tom nói là những gì thực sự đã xảy ra.",35.05040370171542,0.8636363636363635,0.761904761904762,0.8636363636363635,0.8163614163614163,"{'rouge1': Score(precision=0.7916666666666666, recall=0.95, fmeasure=0.8636363636363635), 'rouge2': Score(precision=0.6956521739130435, recall=0.8421052631578947, fmeasure=0.761904761904762), 'rougeL': Score(precision=0.7916666666666666, recall=0.95, fmeasure=0.8636363636363635)}"
I actually heard someone use this expression just this morning,Tôi đã nghe ai đó sử dụng điều này biểu thức chỉ sáng nay,tôi thực sự nghe thấy ai đó sử dụng biểu hiện này chỉ sáng nay,26.172213267606296,0.8292682926829269,0.5128205128205129,0.6829268292682926,0.6783515447334848,"{'rouge1': Score(precision=0.8947368421052632, recall=0.7727272727272727, fmeasure=0.8292682926829269), 'rouge2': Score(precision=0.5555555555555556, recall=0.47619047619047616, fmeasure=0.5128205128205129), 'rougeL': Score(precision=0.7368421052631579, recall=0.6363636363636364, fmeasure=0.6829268292682926)}"
I'm confident that I'll pass the exam,Tôi tự tin rằng tôi sẽ vượt qua,Tôi tự tin rằng mình sẽ vượt qua kỳ thi,38.940039153570254,0.7692307692307692,0.6666666666666667,0.7692307692307692,0.6861724281549355,"{'rouge1': Score(precision=0.8333333333333334, recall=0.7142857142857143, fmeasure=0.7692307692307692), 'rouge2': Score(precision=0.7272727272727273, recall=0.6153846153846154, fmeasure=0.6666666666666667), 'rougeL': Score(precision=0.8333333333333334, recall=0.7142857142857143, fmeasure=0.7692307692307692)}"
We'll remain here for the night.,Chúng ta sẽ ở lại đây đêm nay.,chúng ta sẽ ở lại đây trong đêm,46.713797772820016,0.8888888888888888,0.75,0.8888888888888888,0.854119425547997,"{'rouge1': Score(precision=0.8888888888888888, recall=0.8888888888888888, fmeasure=0.8888888888888888), 'rouge2': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rougeL': Score(precision=0.8888888888888888, recall=0.8888888888888888, fmeasure=0.8888888888888888)}"
She accused her husband of having been disloyal to her,Bà buộc tội chồng bà là người đã bị bạc tình với bà,cô ấy đã buộc tội chồng mình đã không trung thành với cô ấy,12.097786402359946,0.5789473684210527,0.3888888888888889,0.5263157894736842,0.320863309352518,"{'rouge1': Score(precision=0.5789473684210527, recall=0.5789473684210527, fmeasure=0.5789473684210527), 'rouge2': Score(precision=0.3888888888888889, recall=0.3888888888888889, fmeasure=0.3888888888888889), 'rougeL': Score(precision=0.5263157894736842, recall=0.5263157894736842, fmeasure=0.5263157894736842)}"
You've aggravated the situation.,Anh đã giải quyết được tình hình rồi.,bạn đã làm cho tình hình trở nên trầm trọng hơn,8.449917822620138,0.26666666666666666,0.21428571428571427,0.26666666666666666,0.23662551440329216,"{'rouge1': Score(precision=0.3333333333333333, recall=0.2222222222222222, fmeasure=0.26666666666666666), 'rouge2': Score(precision=0.2727272727272727, recall=0.17647058823529413, fmeasure=0.21428571428571427), 'rougeL': Score(precision=0.3333333333333333, recall=0.2222222222222222, fmeasure=0.26666666666666666)}"
A lightyear is the distance that light travels in one year.,Thời gian ánh sáng là khoảng cách ánh sáng di chuyển trong một năm.,lightyear là khoảng cách mà ánh sáng đi được trong một năm.,26.518122980477767,0.717948717948718,0.5405405405405405,0.6666666666666667,0.6691919191919191,"{'rouge1': Score(precision=0.6363636363636364, recall=0.8235294117647058, fmeasure=0.717948717948718), 'rouge2': Score(precision=0.47619047619047616, recall=0.625, fmeasure=0.5405405405405405), 'rougeL': Score(precision=0.5909090909090909, recall=0.7647058823529411, fmeasure=0.6666666666666667)}"
He could not speak clearly.,Ông không thể nói rõ ràng.,anh không thể nói rõ ràng.,80.91067115702207,0.8888888888888888,0.875,0.8888888888888888,0.8551587301587302,"{'rouge1': Score(precision=0.8888888888888888, recall=0.8888888888888888, fmeasure=0.8888888888888888), 'rouge2': Score(precision=0.875, recall=0.875, fmeasure=0.875), 'rougeL': Score(precision=0.8888888888888888, recall=0.8888888888888888, fmeasure=0.8888888888888888)}"
My children rarely go outside,♪ Những em em nhỏ hiếm ít đi ra ngoài ♪,con tôi hiếm khi ra ngoài,8.29519350710986,0.6666666666666666,0.4210526315789474,0.4761904761904762,0.3931623931623932,"{'rouge1': Score(precision=0.5833333333333334, recall=0.7777777777777778, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.36363636363636365, recall=0.5, fmeasure=0.4210526315789474), 'rougeL': Score(precision=0.4166666666666667, recall=0.5555555555555556, fmeasure=0.4761904761904762)}"
I found the story interesting.,Tôi đã tìm thấy một câu chuyện thú vị.,tôi thấy câu chuyện thú vị,27.77619034011791,0.8333333333333333,0.6363636363636364,0.8333333333333333,0.87890625,"{'rouge1': Score(precision=0.7142857142857143, recall=1.0, fmeasure=0.8333333333333333), 'rouge2': Score(precision=0.5384615384615384, recall=0.7777777777777778, fmeasure=0.6363636363636364), 'rougeL': Score(precision=0.7142857142857143, recall=1.0, fmeasure=0.8333333333333333)}"
Tom drove Mary home from work,Anh Tom đã lái xe về nhà từ nơi làm việc,tom lái xe mary đi làm về,8.913765521398126,0.6956521739130435,0.4761904761904762,0.6086956521739131,0.5027027027027028,"{'rouge1': Score(precision=0.5714285714285714, recall=0.8888888888888888, fmeasure=0.6956521739130435), 'rouge2': Score(precision=0.38461538461538464, recall=0.625, fmeasure=0.4761904761904762), 'rougeL': Score(precision=0.5, recall=0.7777777777777778, fmeasure=0.6086956521739131)}"
He has as many books as his father does,Nó có nhiều sách như cha nó vậy.,ông có nhiều sách như cha ông,44.63236137853328,0.7000000000000001,0.6666666666666665,0.7000000000000001,0.6916666666666668,"{'rouge1': Score(precision=0.6363636363636364, recall=0.7777777777777778, fmeasure=0.7000000000000001), 'rouge2': Score(precision=0.6, recall=0.75, fmeasure=0.6666666666666665), 'rougeL': Score(precision=0.6363636363636364, recall=0.7777777777777778, fmeasure=0.7000000000000001)}"
Check on the baby,Kiểm tra baby baby baby,kiểm tra em bé,10.682175159905853,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.45731707317073167,"{'rouge1': Score(precision=0.5, recall=0.6, fmeasure=0.5454545454545454), 'rouge2': Score(precision=0.4, recall=0.5, fmeasure=0.4444444444444445), 'rougeL': Score(precision=0.5, recall=0.6, fmeasure=0.5454545454545454)}"
The hill was all covered with snow.,Những ngọn đồi phủ đầy tuyết.,ngọn đồi phủ đầy tuyết.,80.91067115702207,0.8750000000000001,0.8571428571428571,0.8750000000000001,0.981329690346084,"{'rouge1': Score(precision=0.7777777777777778, recall=1.0, fmeasure=0.8750000000000001), 'rouge2': Score(precision=0.75, recall=1.0, fmeasure=0.8571428571428571), 'rougeL': Score(precision=0.7777777777777778, recall=1.0, fmeasure=0.8750000000000001)}"
Give me some credit,Hãy cho tôi một ít lợi ích,cho tôi một số tín dụng,24.446151121745054,0.5714285714285713,0.4210526315789474,0.5714285714285713,0.4826958105646631,"{'rouge1': Score(precision=0.5454545454545454, recall=0.6, fmeasure=0.5714285714285713), 'rouge2': Score(precision=0.4, recall=0.4444444444444444, fmeasure=0.4210526315789474), 'rougeL': Score(precision=0.5454545454545454, recall=0.6, fmeasure=0.5714285714285713)}"
I'm leaving soon,Tôi về sớm,tôi sẽ rời đi sớm,14.127216461522432,0.6153846153846154,0.36363636363636365,0.6153846153846154,0.20833333333333331,"{'rouge1': Score(precision=0.8, recall=0.5, fmeasure=0.6153846153846154), 'rouge2': Score(precision=0.5, recall=0.2857142857142857, fmeasure=0.36363636363636365), 'rougeL': Score(precision=0.8, recall=0.5, fmeasure=0.6153846153846154)}"
There is a lot of money,Có rất nhiều tiền,có rất nhiều tiền,59.460355750136046,1.0,1.0,1.0,0.9921875,"{'rouge1': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rouge2': Score(precision=1.0, recall=1.0, fmeasure=1.0), 'rougeL': Score(precision=1.0, recall=1.0, fmeasure=1.0)}"
He doesn't speak English very well.,Anh ấy không nói tiếng Anh giỏi lắm.,anh ấy không nói tiếng anh tốt lắm,31.55984539112945,0.8461538461538461,0.75,0.8461538461538461,0.854119425547997,"{'rouge1': Score(precision=0.8461538461538461, recall=0.8461538461538461, fmeasure=0.8461538461538461), 'rouge2': Score(precision=0.75, recall=0.75, fmeasure=0.75), 'rougeL': Score(precision=0.8461538461538461, recall=0.8461538461538461, fmeasure=0.8461538461538461)}"
Have you been out at all?,Anh đã ra ngoài bao giờ chưa?,bạn đã ra ngoài chưa,22.089591134157878,0.6666666666666666,0.4615384615384615,0.6666666666666666,0.7075471698113208,"{'rouge1': Score(precision=0.625, recall=0.7142857142857143, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.42857142857142855, recall=0.5, fmeasure=0.4615384615384615), 'rougeL': Score(precision=0.625, recall=0.7142857142857143, fmeasure=0.6666666666666666)}"
The whole country was excited by the news,Cả đất nước đều bị kích động bởi những tin tức,cả nước phấn khích trước tin này,4.456882760699064,0.42857142857142855,0.07692307692307691,0.35714285714285715,0.2027027027027027,"{'rouge1': Score(precision=0.375, recall=0.5, fmeasure=0.42857142857142855), 'rouge2': Score(precision=0.06666666666666667, recall=0.09090909090909091, fmeasure=0.07692307692307691), 'rougeL': Score(precision=0.3125, recall=0.4166666666666667, fmeasure=0.35714285714285715)}"
Don't waste your money,Đừng lãng phí tiền bạc,đừng lãng phí tiền của bạn,32.55563013321615,0.888888888888889,0.6250000000000001,0.7777777777777777,0.6726694915254237,"{'rouge1': Score(precision=1.0, recall=0.8, fmeasure=0.888888888888889), 'rouge2': Score(precision=0.7142857142857143, recall=0.5555555555555556, fmeasure=0.6250000000000001), 'rougeL': Score(precision=0.875, recall=0.7, fmeasure=0.7777777777777777)}"
I can't thank you enough for your kindness.,Tôi không biết phải cám ơn anh thế nào vì lòng tốt của anh.,Tôi không thể cảm ơn bạn đủ cho lòng tốt của bạn.,13.380161378318954,0.7142857142857143,0.5,0.6666666666666666,0.48082869511440934,"{'rouge1': Score(precision=0.6521739130434783, recall=0.7894736842105263, fmeasure=0.7142857142857143), 'rouge2': Score(precision=0.45454545454545453, recall=0.5555555555555556, fmeasure=0.5), 'rougeL': Score(precision=0.6086956521739131, recall=0.7368421052631579, fmeasure=0.6666666666666666)}"
"Tom needed our help, so we helped him.","Anh Tom cần chúng tôi giúp, nên chúng tôi giúp anh.","tom cần sự giúp đỡ của chúng tôi, vì vậy chúng tôi đã giúp anh ta.",8.276413050773206,0.761904761904762,0.6,0.6666666666666666,0.5475796930342386,"{'rouge1': Score(precision=0.8421052631578947, recall=0.6956521739130435, fmeasure=0.761904761904762), 'rouge2': Score(precision=0.6666666666666666, recall=0.5454545454545454, fmeasure=0.6), 'rougeL': Score(precision=0.7368421052631579, recall=0.6086956521739131, fmeasure=0.6666666666666666)}"
